	BC-456	BC-457	BC-458	BC-459	BC-460	BC-461	BC-464	BC-465	BC-466	BC-467	BC-468	BC-469	BC-470	BC-471	BC-472	BC-473	BC-474	BC-475	BC-476	BC-477
A2B224	-0.602966320289712	-3.83285321359335	-3.74301426300264	-0.571133058418147	-0.673398866234234	-3.8131038811445	-3.72996331560607	-3.82881912565227	-3.88511796265174	-3.79913613994318	-3.79866822365366	-3.662929349692	-3.85192710910878	-4.03497260903957	0.718656607784776	-3.8945379681442	-3.75177964527667	-3.83452866517945	-3.81112231966757	-3.81775100688898
A2B225	-0.849748086901909	-0.88838805610418	-3.99078946600804	-4.0645586630659	-4.09051389024128	-4.06174253131086	-3.97757299715234	-4.07764561527386	-1.08197033299873	-4.0476060906412	-4.0471324942844	-3.90966453496068	-0.961315227974798	-4.28608075949757	-4.10891080760445	0.745303534900013	-3.9996651688281	-0.895002430516465	-0.799998617735485	-4.06644541853332
A2B226	-3.52683010070571	-3.53658260119334	-3.44834015218582	-3.51991006489906	-3.54511708384388	-3.51717590233489	-3.43552935750076	-3.53261812706653	-3.5875269418019	-3.50345328650957	0.721971359510321	-3.36976305653949	-0.417163844487758	-3.73544824038016	-3.56448062589015	-3.59722638941993	-3.45694543414257	-0.349808739304143	-3.51522897429808	-3.52174198939356
A2B227	1.35892711796278	-1.86809288868343	-1.79842496368989	-1.85486135399237	-1.87487814559831	-1.85269450474812	-1.78838589322814	-1.86494377389143	1.14079627740774	-1.84183210051065	-1.84146861746595	-1.73715522093524	2.16955774620698	-2.02828006480884	-1.8914370308682	-1.91648423418215	-1.8051792276262	1.31901909980932	-1.85115206581029	1.38264310995218
A2B228	-0.604447275360642	-3.83434489717529	-3.74450482743787	-3.81737807905849	-3.84302868545452	-3.81459532541907	-3.73145371078844	-3.83031076065217	-3.88659962992304	-3.80062741271977	-3.80015949065255	-3.66441884749825	-3.85340839781055	-4.03646654156279	-3.86316015958355	-0.86749944165685	-3.75327032241392	-3.83602036889368	-3.8126137397263	-3.819242507807
A2B229	0	0	0	0	0.00000000000000128137060152597	4.17578076333597	0	0	-0.00000000000000128137060152597	3.29857235841398	0	0	4.6090547643143	0	3.1112065438889	0.00000000000000256274120305193	0	0.00000000000000128137060152597	0	4.16045423099263
A2B230	-1.86092265641858	-1.86753153944873	-1.79786408944419	-1.85430009192529	-1.8743167521945	-1.85213325708802	-1.78782509080898	-1.86438244527783	-1.90929632996789	-1.84127092564074	1.45921496653812	-1.73659479930471	-1.88323765428008	-2.02771776080329	1.22032608843146	2.02138110189873	-1.80461830555152	-1.86883999980705	-1.85059082842844	1.38320438165436
A2B231	-1.86147904298103	-1.86809288868343	-1.79842496368989	-1.85486135399237	-1.87487814559831	-1.85269450474812	-1.78838589322814	-1.86494377389143	-1.9098530181866	-1.84183210051065	-1.84146861746595	-1.73715522093524	-1.88379418214904	-2.02828006480884	1.21976951302071	1.11204670001178	-1.8051792276262	2.23763755859875	-1.85115206581029	-1.85631364768185
A2B232	-3.52683010070571	-3.53532269390043	-3.44708120176309	-0.273896790771109	-3.54385708758028	-3.51591619965111	-3.43427055178774	-3.5313582613116	-3.5875269418019	-3.50219373045705	-3.50173407118175	-3.36850501806891	1.05416047309924	-3.73418641019306	-0.453274082001241	-0.567434928797889	-3.45568638736038	-3.53696927219444	-3.51396929231895	-0.281525480645356
A2B233	-4.27960232108364	-4.28732590965161	-0.689974426496249	-4.27001036792485	-4.29618656578391	0.466716455357297	-4.18225422609588	-4.28320923724628	-4.34259170383844	-4.2529112902786	-0.0274685942922572	-4.1137108349001	-1.17100850716003	-4.49329561856929	-1.20748014213664	-4.35024454843912	-4.20454653945962	0.37478549817155	-4.26514735086965	-1.03295656414201
