barcode	16	17	18	19	20	21	22	23	24	25	27	29	30	31	32	34	35	36	37	38	39	40	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	86	243
A10B72	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A10B73	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A10B74	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A10B75	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
A10B76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A10B77	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A10B78	0	0	0	0	0	0	0	2	0	0	0	2	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	18	11	0	0	0	0	0	0	0	0	0	0	0	0
A10B79	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0
A10B80	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
A10B81	0	0	0	0	0	0	0	1	0	0	0	1	3	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A10B82	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A10B83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
A10B84	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A11B61	0	0	0	0	0	0	0	2	0	0	1	0	2	0	3	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A11B62	0	0	0	0	0	0	0	6	7	5	4	1	2	0	0	3	1	0	2	1	0	2	1	0	0	1	2	4	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
A11B63	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	2	2	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0
A11B64	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	3	0	0	1	1	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
A11B65	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A11B66	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	2	1	1	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
A11B67	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
